交易类型,交易金额,交易工作日,交易渠道
现金宝快取,24172,20161230,企业web版
现金宝普取,50000,20170110,企业web版
现金宝快取,0.01,20170110,企业web版
现金宝普取,6000000,20170110,企业web版
现金宝普取,10000,20170111,企业web版
现金宝普取,1200000,20170112,企业web版
现金宝普取,50000,20170116,企业web版
现金宝普取,500000,20170117,企业web版
现金宝快取,50000,20170120,企业web版
现金宝普取,10000000,20170120,企业web版
现金宝普取,40000000,20170123,企业web版
现金宝快取,2000000,20170123,企业web版
现金宝普取,4000000,20170124,企业web版
现金宝普取,4000000,20170124,企业web版
现金宝普取,235350740.64,20161129,企业web版
现金宝快取,70000,20161130,企业web版
现金宝快取,9000000,20161130,企业web版
现金宝快取,4092139.57,20161201,企业web版
现金宝普取,500000,20161208,企业web版
现金宝普取,1360000,20161213,企业web版
现金宝普取,25000000,20161213,企业web版
现金宝普取,2000000,20161214,企业web版
现金宝普取,170000,20161219,企业web版
现金宝普取,300000,20161219,企业web版
现金宝普取,500000,20161220,企业web版
现金宝普取,106962483.56,20161220,企业web版
现金宝普取,115940719.8,20161220,企业web版
现金宝普取,76152543.01,20161220,企业web版
现金宝普取,116236417.46,20161220,企业web版
现金宝普取,2180000,20161222,企业web版
现金宝快取,294.58,20161222,企业web版
现金宝快取,74.1,20161222,企业web版
现金宝快取,736.42,20161222,企业web版
现金宝快取,7951.82,20161222,企业web版
现金宝普取,150000000,20161223,企业web版
现金宝普取,50000000,20161223,企业web版
现金宝普取,10482.78,20161226,企业web版
现金宝普取,824.9,20161227,企业web版
基金申购,6000000,20161228,企业web版
现金宝普取,11158438.66,20161228,企业web版
现金宝普取,6004505.44,20161229,企业web版
现金宝普取,750000,20161229,企业web版
现金宝普取,6500000,20161229,企业web版
现金宝普取,1000000,20170106,企业web版
现金宝快取,600000,20170109,企业web版
现金宝普取,2930000,20170110,企业web版
现金宝普取,5500,20170110,企业web版
现金宝快取,40000,20170110,企业web版
现金宝普取,100000,20170111,企业web版
现金宝普取,150000000,20170111,企业web版
现金宝快取,40469,20170112,企业web版
现金宝普取,20000000,20170112,企业web版
现金宝普取,3005133.88,20170112,企业web版
现金宝普取,1001711.32,20170112,企业web版
现金宝快取,2000000,20170113,企业web版
现金宝普取,3000,20170116,企业web版
高端赎回,14038043.1,20170117,企业web版
现金宝快取,1000000,20170117,企业web版
现金宝普取,62749614,20170117,企业web版
现金宝普取,500000,20170118,企业web版
现金宝普取,1000000,20161129,企业web版
现金宝普取,17000000,20161129,企业web版
现金宝普取,2000000,20161130,企业web版
现金宝快取,1000000,20161130,企业web版
现金宝快取,500,20161130,企业web版
现金宝快取,650000,20161208,企业web版
现金宝普取,203800,20161209,企业web版
现金宝普取,23000,20161212,企业web版
现金宝普取,20000,20161213,企业web版
现金宝普取,300000,20161214,企业web版
现金宝普取,2000295.01,20161215,企业web版
现金宝普取,2002031.77,20161215,企业web版
现金宝普取,250000,20161215,企业web版
现金宝普取,25000000,20161219,企业web版
现金宝普取,1000000,20161219,企业web版
现金宝快取,5000000,20161221,企业web版
现金宝快取,1000000,20161221,企业web版
现金宝快取,1000000,20161221,企业web版
现金宝快取,1000000,20161221,企业web版
现金宝快取,2000000,20161221,企业web版
现金宝普取,39640477.26,20161221,企业web版
现金宝普取,10290000,20161223,企业web版
现金宝普取,5000,20161223,企业web版
现金宝普取,310220910.44,20161226,企业web版
现金宝普取,200000,20161226,企业web版
现金宝普取,20025609.55,20161227,企业web版
现金宝快取,20000000,20170103,企业web版
现金宝普取,150000,20170104,企业web版
现金宝普取,156547.62,20170110,企业web版
现金宝普取,800000,20170111,企业web版
现金宝普取,2000000,20170111,企业web版
现金宝普取,8000000,20170111,企业web版
现金宝普取,2000000,20170112,企业web版
现金宝普取,400000,20170113,企业web版
现金宝快取,300072.18,20170113,企业web版
现金宝普取,1000000,20170116,企业web版
现金宝普取,30000000,20170117,企业web版
现金宝普取,200000,20170117,企业web版
现金宝普取,1200000,20170118,企业web版
现金宝普取,3006497.39,20170119,企业web版
现金宝普取,100000,20170119,企业web版
现金宝普取,50000,20170119,企业web版
现金宝普取,118.44,20170120,企业web版
现金宝普取,700000,20170120,企业web版
现金宝快取,5000000,20170120,企业web版
现金宝快取,100000,20161129,企业app
现金宝普取,31029254.55,20161129,企业web版
现金宝普取,169000000,20161129,企业web版
现金宝普取,20000,20161202,企业web版
现金宝普取,19194223.82,20161205,企业web版
现金宝快取,20000,20161205,企业web版
现金宝普取,180000,20161206,企业web版
现金宝普取,1510000,20161207,企业web版
现金宝普取,8076445.01,20161208,企业web版
现金宝普取,150000,20161213,企业web版
现金宝快取,300383.88,20161213,企业web版
现金宝普取,13789455.49,20161214,企业web版
现金宝普取,50000,20161215,企业web版
现金宝普取,3000000,20161215,企业web版
现金宝快取,10000000,20161219,企业web版
现金宝普取,31013.17,20161219,企业web版
现金宝普取,15000000,20161220,企业web版
现金宝快取,79527.25,20161221,企业web版
现金宝普取,700000,20161222,企业web版
现金宝普取,10043150.68,20161223,企业web版
现金宝快取,100000,20170103,企业web版
现金宝普取,500000,20170103,企业web版
现金宝普取,200000,20170104,企业web版
现金宝快取,30000000,20170110,企业web版
现金宝快取,0.01,20170111,企业web版
现金宝普取,200000,20170111,企业web版
现金宝普取,100000,20170116,企业web版
现金宝快取,3000,20170116,企业web版
现金宝普取,1447157.68,20170117,企业web版
现金宝普取,6000000,20170118,企业web版
现金宝普取,1000000,20170119,企业web版
现金宝快取,1190000,20170119,企业web版
现金宝普取,200000,20170119,企业web版
现金宝普取,500000,20170120,企业web版
现金宝快取,90000,20170120,企业web版
现金宝普取,200000,20170120,企业web版
现金宝快取,5000000,20170123,企业web版
现金宝普取,18016052.38,20170123,企业web版
现金宝快取,5000000,20170123,企业web版
现金宝普取,417.17,20170123,企业web版
现金宝快取,5000000,20170123,企业web版
现金宝普取,20031649.7,20161129,企业web版
现金宝普取,34980.12,20161129,企业web版
基金赎回,27443.15,20161129,企业web版
现金宝普取,1464.86,20161130,企业web版
现金宝普取,3752940.41,20161130,企业web版
现金宝普取,81974499.14,20161130,企业web版
现金宝快取,5000000,20161202,企业web版
现金宝普取,10438866.91,20161205,企业web版
现金宝普取,100,20161206,企业web版
现金宝普取,200000,20161206,企业web版
现金宝普取,100000,20161206,企业web版
现金宝普取,1600000,20161212,企业web版
现金宝普取,10000,20161216,企业web版
现金宝普取,11292779.36,20161221,企业web版
现金宝快取,300000000,20161222,企业web版
现金宝快取,0.01,20161222,企业web版
现金宝快取,70000,20161222,企业web版
现金宝普取,300000000,20161222,企业web版
现金宝普取,204099.52,20161226,企业web版
现金宝普取,1310031.85,20161226,企业web版
现金宝普取,2000000,20161227,企业web版
现金宝快取,40000,20161227,企业web版
现金宝普取,20000000,20161227,企业web版
现金宝快取,100000,20161228,企业web版
现金宝快取,1000000,20161230,企业web版
现金宝快取,50000,20161230,企业app
现金宝快取,2200340.69,20161230,企业web版
现金宝普取,15350000,20170105,企业web版
现金宝普取,46129.07,20170109,企业web版
现金宝普取,300000,20170111,企业web版
现金宝普取,7000000,20170112,企业web版
现金宝快取,7580000,20170112,企业web版
现金宝普取,1000000,20170118,企业web版
现金宝快取,2000000,20170118,企业web版
现金宝普取,20000,20170119,企业app
现金宝普取,150000,20170119,企业web版
现金宝快取,5000000,20170123,企业web版
现金宝快取,5000000,20170123,企业web版
现金宝快取,5000000,20170123,企业web版
现金宝快取,5000000,20170123,企业web版
现金宝普取,40000000,20170123,企业web版
现金宝普取,200000,20170123,企业web版
现金宝普取,200000,20170123,企业web版
现金宝普取,10000,20170123,企业web版
现金宝普取,12784931.51,20161129,企业web版
现金宝普取,100000,20161129,企业web版
现金宝普取,61557555.9,20161130,企业web版
现金宝普取,600,20161130,企业web版
现金宝普取,20534568,20161130,企业web版
现金宝普取,1600331.94,20161202,企业web版
现金宝普取,2000000,20161205,企业web版
现金宝普取,5000000,20161205,企业web版
现金宝快取,2000000,20161209,企业web版
现金宝普取,99500000,20161209,企业web版
现金宝快取,66481.01,20161209,企业web版
现金宝普取,140000,20161209,企业web版
现金宝快取,784029.3,20161213,企业web版
现金宝普取,190138.4,20161214,企业web版
现金宝普取,310000,20161215,企业web版
现金宝普取,90000000,20161215,企业web版
现金宝快取,6000000,20161216,企业web版
现金宝普取,500000,20161219,企业web版
现金宝普取,199897.66,20161219,企业web版
现金宝快取,3284072.96,20161219,企业web版
现金宝普取,7048700.85,20161220,企业web版
现金宝普取,100431506.85,20161221,企业web版
现金宝普取,10582271.4,20161226,企业web版
现金宝普取,500000,20161226,企业web版
现金宝普取,8000000,20161227,企业web版
现金宝普取,2500000,20161228,企业web版
现金宝普取,9324280.34,20161228,企业web版
现金宝普取,10000000,20161229,企业web版
现金宝普取,300000,20161230,企业web版
现金宝普取,300000,20170103,企业web版
现金宝快取,10000,20170104,企业web版
现金宝普取,1800000,20170109,企业web版
现金宝普取,50000,20170110,企业web版
现金宝普取,500527.9,20170112,企业web版
现金宝普取,80000,20170112,企业app
现金宝普取,230000000,20170113,企业web版
现金宝普取,66000000,20170113,企业web版
现金宝普取,22300000,20170113,企业web版
现金宝普取,400000,20170116,企业web版
现金宝普取,4050000,20170116,企业web版
现金宝普取,5000000,20170117,企业web版
现金宝普取,1971.59,20170118,企业web版
现金宝快取,40000,20170118,企业web版
现金宝普取,200000,20170119,企业web版
现金宝普取,80208726.65,20161130,企业web版
现金宝普取,400000,20161205,企业web版
现金宝快取,291152.19,20161209,企业web版
现金宝普取,400,20161214,企业web版
现金宝普取,2000000,20161219,企业web版
现金宝快取,1400000,20161221,企业web版
现金宝普取,300000,20161221,企业web版
现金宝快取,1000000,20161222,企业web版
现金宝普取,30000000,20161223,企业web版
现金宝快取,10000,20161223,企业web版
现金宝普取,11121512.67,20161228,企业web版
现金宝普取,490000,20161229,企业web版
现金宝普取,500000,20170103,企业web版
现金宝普取,3000000,20170110,企业web版
现金宝快取,7000000,20170113,企业web版
现金宝普取,50000,20170113,企业web版
现金宝快取,600000,20170116,企业web版
现金宝普取,2200000,20170118,企业web版
现金宝快取,1000000,20170119,企业web版
现金宝普取,215500,20170119,企业web版
现金宝普取,4700000,20170119,企业web版
现金宝普取,20000000,20170119,企业web版
现金宝普取,20000000,20170120,企业web版
现金宝快取,200000,20170123,企业web版
现金宝快取,5000000,20170123,企业web版
现金宝普取,50000,20170123,企业web版
现金宝普取,100000,20170123,企业web版
现金宝快取,10000,20170123,企业app
现金宝普取,24000000,20170123,企业web版
现金宝普取,10000000,20170123,企业web版
现金宝普取,5000,20170124,企业web版
现金宝普取,13000000,20170124,企业web版
现金宝普取,2060810.96,20170124,企业web版
现金宝普取,8243243.83,20170124,企业web版
现金宝快取,100000,20170126,企业web版
现金宝普取,1500000,20170203,企业web版
现金宝快取,300000,20170203,企业web版
现金宝普取,1501182.88,20170206,企业web版
现金宝快取,661.09,20170206,企业web版
现金宝普取,8000000,20170206,企业web版
现金宝普取,300000,20170206,企业web版
现金宝快取,3000000,20170206,企业web版
现金宝普取,45000,20170206,企业web版
现金宝普取,100000,20170206,企业web版
现金宝普取,8157884.94,20170206,企业web版
现金宝快取,1000000,20161129,企业web版
现金宝普取,200,20161130,企业web版
现金宝普取,100000000,20161130,企业web版
现金宝普取,6287415.81,20161201,企业web版
现金宝普取,375.9,20161205,企业web版
现金宝普取,50000000,20161205,企业web版
现金宝普取,5000000,20161205,企业web版
现金宝普取,2000000,20161205,企业web版
现金宝普取,342.09,20161206,企业web版
现金宝普取,20000000,20161206,企业web版
现金宝普取,3000000,20161209,企业web版
现金宝普取,209152.74,20161212,企业web版
现金宝普取,750000,20161212,企业web版
现金宝普取,150000,20161213,企业web版
现金宝普取,5599362.97,20161214,企业web版
现金宝普取,10000000,20161215,企业web版
现金宝快取,40000,20161216,企业web版
现金宝普取,40480122.34,20161216,企业web版
现金宝普取,10271.42,20161219,企业web版
现金宝普取,6000000,20161219,企业web版
现金宝普取,150647260.27,20161221,企业web版
现金宝普取,490000,20161226,企业app
现金宝普取,300000,20161227,企业web版
现金宝普取,600,20161227,企业web版
现金宝普取,32403931.37,20161227,企业web版
现金宝普取,1000000,20161227,企业web版
现金宝普取,80000,20170103,企业web版
现金宝普取,72334.16,20170105,企业web版
现金宝普取,2000,20170109,企业web版
现金宝普取,300000,20170111,企业web版
现金宝普取,180000,20170116,企业web版
现金宝普取,1000000,20170117,企业web版
现金宝快取,4000000,20170119,企业web版
现金宝普取,31000,20170124,企业web版
现金宝快取,20000,20170124,企业web版
现金宝普取,380000,20170206,企业app
现金宝普取,300000,20170206,企业web版
现金宝快取,150663.65,20170206,企业web版
现金宝快取,3254.4,20170206,企业web版
现金宝普取,500000,20170207,企业web版
现金宝普取,29766747.85,20161222,企业web版
现金宝普取,16484901.42,20161222,企业web版
现金宝普取,5040944.76,20170103,企业web版
现金宝快取,70000,20170109,企业app
现金宝普取,50000,20170109,企业web版
现金宝普取,20000,20170213,企业app
现金宝普取,150000,20170228,企业web版
现金宝普取,600000,20170217,企业web版
现金宝普取,5000,20170220,企业web版
现金宝普取,3800000,20170224,企业web版
现金宝普取,10000,20170227,企业web版
现金宝普取,3905.34,20161212,企业app
现金宝普取,100000,20161219,企业web版
现金宝普取,700000,20170104,企业web版
现金宝普取,2000000,20170105,企业web版
现金宝快取,0.01,20170111,企业web版
现金宝普取,133350000,20170113,企业web版
现金宝普取,200000,20170119,企业web版
现金宝快取,5000000,20170123,企业web版
现金宝普取,2800000,20170213,企业web版
现金宝快取,30000000,20170215,企业web版
现金宝普取,50000,20170216,企业web版
现金宝快取,0.03,20170217,企业web版
现金宝快取,100000,20170213,企业web版
现金宝普取,5500000,20170227,企业web版
现金宝普取,100000,20161213,企业web版
现金宝普取,50000000,20161216,企业web版
现金宝快取,513.81,20161221,企业web版
现金宝普取,26825350.07,20161223,企业web版
现金宝普取,10548856.18,20161227,企业web版
现金宝普取,20000000,20161229,企业web版
现金宝普取,5000000,20161229,企业web版
现金宝普取,50000,20170103,企业web版
现金宝普取,300000,20170103,企业web版
现金宝普取,20595064.89,20170104,企业web版
现金宝快取,400000,20170105,企业web版
现金宝普取,94000,20170105,企业web版
现金宝普取,60000,20170206,企业web版
现金宝普取,15000000,20170217,企业web版
现金宝快取,2004417.07,20170220,企业web版
现金宝快取,50000,20170210,企业web版
现金宝普取,36693858.15,20170220,企业web版
现金宝快取,6000000,20161215,企业web版
现金宝快取,0.01,20170111,企业web版
现金宝普取,1660000,20170118,企业web版
现金宝快取,1000000,20170120,企业web版
现金宝快取,3500,20170123,企业web版
现金宝普取,11077.1,20170215,企业web版
现金宝普取,15000,20170215,企业web版
现金宝普取,50000,20170228,企业web版
现金宝普取,80000,20161207,企业web版
现金宝普取,10000000,20161226,企业web版
现金宝普取,40000000,20161226,企业web版
现金宝普取,200000,20170116,企业web版
现金宝普取,20000,20170116,企业web版
现金宝普取,4800000,20170207,企业app
现金宝普取,300000,20161209,企业web版
现金宝普取,300000,20161209,企业web版
现金宝普取,430000,20161212,企业web版
现金宝普取,10000000,20161216,企业web版
现金宝快取,5394.44,20161226,企业web版
现金宝普取,1002704.59,20161228,企业web版
现金宝普取,311515.06,20161228,企业web版
现金宝快取,10000000,20170111,企业web版
现金宝普取,1400000,20170124,企业web版
现金宝普取,1043.15,20170213,企业web版
现金宝普取,8000,20170220,企业web版
现金宝普取,64100,20170228,企业web版
现金宝普取,0.32,20161202,企业web版
现金宝普取,494.33,20161207,企业web版
现金宝普取,97500000,20161209,企业web版
现金宝普取,278098.25,20161209,企业web版
现金宝普取,152000000,20161209,企业web版
现金宝普取,5300000,20161209,企业web版
现金宝普取,300000000,20161216,企业web版
现金宝快取,500000,20161219,企业web版
现金宝普取,600000,20170105,企业web版
现金宝快取,70000,20170113,企业web版
现金宝普取,80000000,20170120,企业web版
现金宝普取,80000,20170120,企业web版
现金宝普取,100000000,20170203,企业web版
现金宝普取,100000,20170221,企业web版
现金宝普取,3000,20170224,企业web版
现金宝快取,100000,20170209,企业web版
现金宝普取,50000,20170113,企业web版
现金宝普取,50000,20170113,企业web版
现金宝普取,50000,20170113,企业web版
现金宝快取,16000000,20170118,企业web版
现金宝普取,1000000,20170120,企业web版
现金宝快取,40000,20170214,企业web版
现金宝快取,20000000,20161219,企业web版
现金宝普取,278209.24,20161221,企业web版
现金宝普取,1000000,20170220,企业web版
现金宝普取,900000,20170227,企业web版
现金宝快取,25000000,20170216,企业web版
现金宝普取,511636.19,20161221,企业web版
现金宝普取,80000,20161226,企业web版
现金宝普取,2000000,20170111,企业web版
现金宝普取,4300000,20170214,企业web版
现金宝普取,300000,20170216,企业web版
现金宝普取,867337.47,20170221,企业web版
现金宝普取,3400000,20170228,企业web版
现金宝普取,240945420.82,20161208,企业web版
现金宝普取,8925,20161219,企业web版
现金宝普取,300000,20170216,企业web版
现金宝快取,10000,20170222,企业web版
现金宝普取,2348.71,20170228,企业web版
现金宝普取,23017151.88,20161205,企业web版
现金宝快取,20000000,20161214,企业web版
现金宝普取,3000000,20161220,企业web版
现金宝普取,2000000,20170103,企业web版
现金宝普取,2000000,20170220,企业web版
现金宝快取,100000,20170220,企业web版
现金宝快取,100000,20170210,企业web版
现金宝普取,170000,20170210,企业web版
现金宝普取,40094017.58,20170214,企业web版
现金宝快取,410000,20170227,企业web版
现金宝快取,1000000,20161206,企业web版
现金宝普取,30000000,20161208,企业web版
现金宝普取,1900000,20161208,企业web版
现金宝普取,20000000,20161215,企业web版
基金申购,6000000,20161228,企业web版
现金宝快取,3000000,20170113,企业web版
现金宝普取,3000000,20170116,企业web版
现金宝快取,10000,20170214,企业web版
现金宝普取,8133800.87,20161206,企业web版
现金宝普取,700000,20161206,企业web版
现金宝普取,1100000,20161206,企业web版
现金宝普取,7500000,20161221,企业web版
现金宝普取,901469.44,20170112,企业web版
现金宝普取,2002001.67,20170117,企业web版
现金宝普取,330000,20170208,企业web版
现金宝快取,50000,20170224,企业app
现金宝普取,24000000,20161205,企业web版
现金宝普取,200000,20161205,企业web版
现金宝普取,5500000,20161206,企业web版
现金宝普取,45003.42,20161214,企业web版
现金宝普取,500000,20161214,企业web版
现金宝普取,20000,20161214,企业web版
现金宝普取,280000,20161214,企业web版
现金宝普取,85044140.45,20161221,企业web版
现金宝普取,29764236.24,20161221,企业web版
现金宝普取,85417144,20161221,企业web版
现金宝普取,210000,20170103,企业web版
现金宝普取,2347.09,20170110,企业web版
现金宝普取,740000,20170124,企业web版
现金宝普取,6002136.93,20170214,企业web版
现金宝普取,500000,20170223,企业web版
现金宝普取,100000,20170224,企业web版
现金宝普取,100000,20170224,企业app
现金宝快取,50000,20161228,企业web版
现金宝普取,200000,20170213,企业web版
现金宝普取,80000,20170208,企业web版
现金宝普取,300000,20170215,企业web版
现金宝普取,35000,20170223,企业web版
现金宝普取,20000000,20161226,企业web版
现金宝普取,50000,20170103,企业web版
现金宝普取,3300000,20170109,企业web版
现金宝普取,361852.18,20170109,企业web版
现金宝普取,3000000,20170111,企业web版
现金宝普取,50000000,20170123,企业web版
现金宝快取,1000000,20170123,企业web版
现金宝普取,1070000,20170215,企业web版
现金宝普取,119500000,20170214,企业web版
现金宝普取,4000000,20161209,企业web版
高端赎回,2000000,20161213,企业web版
现金宝普取,537854.36,20161228,企业web版
现金宝普取,100000,20170104,企业web版
现金宝快取,3000,20170106,企业web版
现金宝普取,500000,20170213,企业web版
现金宝快取,1,20170217,企业web版
现金宝普取,10324482.11,20170217,企业web版
现金宝普取,150000,20170227,企业web版
现金宝普取,7180626.4,20161130,企业web版
现金宝普取,150000,20161227,企业web版
现金宝快取,1000000,20161228,企业web版
现金宝普取,100000000,20170103,企业web版
现金宝快取,1000000,20161130,企业web版
现金宝普取,20000,20161205,企业web版
现金宝普取,4040885.72,20161212,企业web版
现金宝普取,10000000,20161226,企业web版
现金宝普取,10262440.25,20161226,企业web版
现金宝普取,50000,20170116,企业web版
现金宝普取,500000,20170224,企业web版
现金宝快取,10000,20170223,企业app
现金宝普取,9834599.55,20161226,企业web版
现金宝普取,5100000,20170104,企业web版
现金宝普取,5008556.41,20170112,企业web版
现金宝普取,95000,20170213,企业web版
现金宝普取,870000,20170213,企业web版
现金宝普取,10000,20161201,企业web版
现金宝普取,70034054.58,20161201,企业web版
现金宝普取,298476.61,20161201,企业web版
现金宝普取,1062867.5,20161206,企业web版
现金宝普取,3011904,20161223,企业web版
现金宝普取,60000,20170119,企业app
现金宝普取,200000,20170119,企业web版
现金宝快取,160000,20170222,企业web版
现金宝普取,651065.21,20170223,企业web版
现金宝普取,25068825.39,20170228,企业web版
现金宝普取,300000,20170215,企业web版
现金宝普取,2170.85,20170227,企业web版
现金宝普取,6000000,20170227,企业web版
现金宝普取,31757207.92,20161213,企业web版
现金宝普取,80345205.48,20161221,企业web版
现金宝普取,3000000,20161221,企业web版
现金宝普取,554816.17,20161229,企业web版
现金宝普取,300000,20170206,企业web版
现金宝普取,1000000,20170208,企业web版
现金宝普取,200000,20170214,企业web版
现金宝普取,5000000,20170209,企业web版
现金宝普取,345279.39,20161202,企业web版
现金宝普取,3000000,20161207,企业web版
现金宝普取,20000000,20161220,企业web版
现金宝普取,500000000,20161221,企业web版
现金宝普取,100000,20170123,企业web版
现金宝普取,50000,20170221,企业web版
现金宝普取,4128927.7,20170210,企业web版
高端赎回,38779076.65,20170110,企业web版
现金宝普取,100000,20170116,企业app
现金宝普取,100000,20170116,企业app
现金宝快取,1500,20170124,企业web版
现金宝普取,20000000,20170207,企业web版
现金宝普取,262375.43,20170207,企业web版
现金宝普取,50000,20170209,企业web版
现金宝快取,1000000,20170117,企业web版
现金宝快取,141595426.84,20170118,企业web版
现金宝快取,300000,20170210,企业web版
现金宝普取,18000000,20170207,企业web版
现金宝普取,1425500,20170215,企业web版
现金宝普取,700000,20170228,企业web版
现金宝普取,31000,20161130,企业web版
现金宝普取,110000,20161130,企业web版
现金宝普取,80000,20161206,企业web版
现金宝普取,1000000,20161214,企业web版
现金宝普取,990000,20161229,企业app
现金宝普取,100090503.96,20170109,企业web版
现金宝普取,300593.93,20170117,企业web版
现金宝普取,150000,20170207,企业web版
现金宝普取,220000,20170223,企业web版
现金宝普取,15000,20170223,企业web版
现金宝普取,250000,20170227,企业web版
现金宝普取,100000,20170227,企业web版
现金宝快取,4000000,20161130,企业web版
现金宝普取,200000,20161205,企业web版
现金宝普取,150000,20161205,企业web版
现金宝普取,302192.99,20161213,企业web版
现金宝普取,20000000,20161216,企业web版
现金宝普取,80000000,20161226,企业web版
基金申购,5000000,20161228,企业web版
现金宝普取,300000,20170109,企业web版
现金宝普取,400000,20170110,企业web版
现金宝快取,406217.37,20170203,企业web版
现金宝普取,86244.07,20170203,企业web版
现金宝普取,50000,20170206,企业web版
现金宝普取,200000,20170207,企业web版
现金宝快取,130000,20170210,企业web版
现金宝快取,5000000,20170215,企业web版
现金宝普取,200000,20170210,企业web版
现金宝普取,300000,20170214,企业web版
现金宝普取,0.35,20161130,企业web版
现金宝普取,2521996.28,20161130,企业web版
现金宝普取,10000,20161212,企业web版
现金宝普取,130000000,20161219,企业web版
现金宝普取,6000000,20161220,企业web版
现金宝普取,84000000,20161223,企业web版
现金宝普取,5000000,20170109,企业web版
现金宝普取,200000,20170110,企业web版
现金宝快取,500000,20170112,企业web版
现金宝普取,1311607.05,20170112,企业web版
现金宝快取,30000,20170124,企业web版
现金宝快取,1000000,20170210,企业web版
现金宝快取,2000000,20170210,企业web版
现金宝普取,30000000,20170215,企业web版
现金宝普取,100000,20170221,企业web版
现金宝快取,100000,20170227,企业web版
现金宝快取,0.02,20170215,企业web版
现金宝普取,6000000,20170228,企业web版
现金宝普取,30000000,20161212,企业web版
现金宝普取,8789.69,20161229,企业web版
现金宝普取,10000000,20170103,企业web版
现金宝普取,10000000,20170103,企业web版
现金宝普取,500000,20170103,企业web版
现金宝快取,10000000,20170110,企业web版
现金宝普取,30148.2,20170123,企业web版
现金宝普取,600000,20170207,企业web版
现金宝普取,200000,20170215,企业web版
现金宝快取,408978.32,20170215,企业web版
现金宝普取,480000,20170215,企业web版
现金宝快取,15000000,20170217,企业web版
现金宝快取,16000,20170220,企业web版
现金宝普取,200000,20161221,企业web版
现金宝快取,10000,20161222,企业web版
现金宝普取,10000,20161222,企业web版
现金宝普取,16484901.42,20161222,企业web版
现金宝快取,50000,20170104,企业web版
现金宝普取,4000000,20170109,企业web版
现金宝普取,350000,20170110,企业web版
现金宝快取,2000000,20170117,企业web版
现金宝普取,50000,20170207,企业web版
现金宝普取,37000000,20161201,企业web版
现金宝普取,300000,20161213,企业web版
现金宝普取,2900000,20161221,企业web版
现金宝普取,1500000,20170106,企业web版
现金宝普取,252000,20170111,企业web版
现金宝普取,20023.02,20170111,企业web版
现金宝普取,13020025.89,20170123,企业web版
现金宝普取,400000,20170215,企业web版
现金宝快取,13000,20170210,企业web版
现金宝普取,15000,20170227,企业web版
现金宝普取,39643822.26,20161222,企业web版
现金宝普取,23178691.94,20161222,企业web版
现金宝普取,2356000,20170118,企业web版
现金宝普取,50000,20170214,企业web版
现金宝快取,5000000,20170213,企业web版
现金宝普取,100000,20161220,企业web版
现金宝普取,250000,20161222,企业web版
现金宝快取,20000,20161229,企业web版
现金宝普取,23000000,20161229,企业web版
现金宝普取,400000,20170112,企业web版
现金宝普取,14000000,20170123,企业web版
现金宝普取,20000000,20170217,企业web版
基金申购,2000,20170222,企业web版
现金宝普取,300000,20161212,企业web版
现金宝普取,5001111.73,20161212,企业web版
现金宝普取,850000,20161220,企业web版
现金宝普取,305219.76,20161229,企业web版
现金宝快取,6000000,20170125,企业web版
现金宝快取,20000,20170206,企业web版
现金宝普取,750000,20170214,企业web版
现金宝普取,300000,20170210,企业web版
现金宝普取,250000,20170213,企业web版
现金宝普取,640000,20170214,企业web版
现金宝快取,500000,20170224,企业web版
现金宝快取,2000000,20161205,企业web版
现金宝普取,1500000,20170118,企业web版
现金宝普取,20000,20170210,企业app
现金宝普取,10000,20170220,企业web版
现金宝普取,200000,20170222,企业web版
现金宝快取,40000,20170224,企业web版
现金宝普取,1000000,20170110,企业web版
现金宝普取,900000,20170220,企业web版
现金宝普取,35000,20170220,企业web版
现金宝普取,1950000,20170222,企业web版
现金宝普取,600000,20170227,企业web版
现金宝普取,6012.36,20170105,企业web版
现金宝普取,600000,20170217,企业web版
现金宝快取,250000,20170224,企业web版
现金宝普取,51.92,20170227,企业web版
现金宝普取,1150000,20161228,企业web版
现金宝普取,340000,20161228,企业web版
现金宝快取,3000000,20170118,企业web版
现金宝快取,30000,20170123,企业web版
现金宝普取,103494,20170209,企业web版
现金宝普取,1100000,20170213,企业web版
现金宝普取,171.07,20170213,企业web版
现金宝普取,50000,20170216,企业web版
现金宝普取,990000,20170221,企业app
现金宝快取,50000,20170228,企业web版
现金宝普取,450000,20161202,企业web版
现金宝普取,10000,20161205,企业app
现金宝普取,100000,20161206,企业web版
现金宝普取,2000000,20161206,企业web版
现金宝普取,400000,20161208,企业web版
现金宝普取,80000,20170109,企业web版
现金宝快取,5000000,20170123,企业web版
现金宝普取,30912164.38,20170125,企业web版
现金宝普取,30000000,20170209,企业web版
现金宝普取,8000000,20170228,企业web版
现金宝普取,7000,20161202,企业web版
现金宝普取,350000,20161207,企业web版
现金宝普取,24003140.15,20161215,企业web版
现金宝快取,20010,20161226,企业web版
现金宝普取,1000000,20161229,企业web版
现金宝普取,100000,20170106,企业web版
现金宝快取,100000,20170111,企业web版
现金宝普取,650000,20170113,企业web版
现金宝普取,50000,20170116,企业web版
现金宝普取,8900,20170117,企业web版
现金宝快取,0.01,20170123,企业web版
现金宝普取,1000000,20170207,企业web版
现金宝普取,1031424.66,20170208,企业web版
现金宝普取,500000,20170217,企业web版
现金宝普取,15000,20170227,企业web版
